scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,risk_adjusted_return,expense_efficiency,return_consistency,sip_type,returns_3yr_score,returns_5yr_score,sharpe_score,alpha_score,expense_ratio_score,beta_score,return_score,alpha_beta_score,final_score,rank
Franklin India Smaller Companies Fund,500,5000,1.03,7308.0,10,R Janakiraman,3.36,7.03,17.83,0.81,1.91,6,Franklin Templeton Mutual Fund,2,Equity,Small Cap Mutual Funds,10.5,38.8,11.2,6.466666666666666,37.769999999999996,20.166666666666668,Affordable SIP,0.5212922173274595,0.5604395604395604,0.6290322580645161,0.502216748768473,0.6023166023166022,0.1146341463414634,0.54086588888351,0.34718370779766916,0.5448095139151081,80.0
Franklin India Taxshield – Direct Growth,500,500,1.12,4584.0,10,R Janakiraman,3.21,2.88,16.91,0.95,1.49,6,Franklin Templeton Mutual Fund,3,Equity,Elss Mutual Funds,4.9,29.3,11.4,4.883333333333334,28.18,15.200000000000001,Affordable SIP,0.381791483113069,0.5677655677655677,0.532258064516129,0.4,0.5675675675675675,0.11084010840108405,0.47477852543931837,0.2843360433604336,0.48090532147491005,221.0
Franklin India Technology Fund,500,5000,1.22,712.0,10,Anand Radhakrishnan,1.91,3.66,19.22,0.73,1.24,6,Franklin Templeton Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-11.9,29.9,15.9,4.983333333333333,28.68,11.299999999999999,Affordable SIP,0.3906020558002936,0.7326007326007327,0.4746543778801843,0.4192118226600986,0.528957528957529,0.1168021680216802,0.5616013942005131,0.2982479608047312,0.4965480096163341,165.0
Hdfc Arbitrage Fund,100,100,0.43,5886.0,9,Arun Agarwal,0.99,1.24,0.7,0.5,0.82,1,Hdfc Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.6,4.5,5.2,4.5,4.07,5.1000000000000005,Affordable SIP,0.017621145374449337,0.34065934065934067,0.3778801843317972,0.3596059113300493,0.833976833976834,0.12303523035230357,0.17914024301689502,0.264977638938951,0.3954729884081686,539.0
Hdfc Balanced Advantage Fund,100,100,0.88,51042.0,10,Gopal Agrawal,3.38,7.38,14.82,0.88,1.6,6,Hdfc Mutual Fund,4,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,14.4,29.3,12.9,4.883333333333334,28.42,18.866666666666667,Affordable SIP,0.381791483113069,0.6227106227106227,0.5576036866359447,0.5108374384236454,0.6602316602316602,0.11273712737127373,0.5022510529118458,0.3515973140026967,0.5302186706502469,106.0
Hdfc Banking And Psu Debt Fund,100,100,0.39,4805.0,9,Anil Bamboli,1.74,3.4,2.02,1.06,0.98,2,Hdfc Mutual Fund,4,Debt,Banking And Psu Mutual Funds,4.3,6.8,7.2,3.4,6.41,6.1000000000000005,Affordable SIP,0.0513950073421439,0.4139194139194139,0.4147465437788018,0.41280788177339905,0.8494208494208494,0.10785907859078592,0.2326572106307789,0.2908283605003538,0.43199165943833734,403.0
Hdfc Capital Builder Value Fund,100,100,1.04,5227.0,10,Gopal Agrawal,3.26,3.69,16.41,0.95,1.53,6,Hdfc Mutual Fund,2,Equity,Value Funds,-0.7,33.7,11.3,5.616666666666667,32.660000000000004,14.766666666666666,Affordable SIP,0.4464023494860499,0.5641025641025641,0.5414746543778802,0.4199507389162562,0.5984555984555984,0.11084010840108405,0.505252456794307,0.29630648671018733,0.5044557862137266,148.0
Hdfc Children’S Gift Fund,100,100,0.96,6157.0,10,Chirag Setalvad,4.11,7.62,11.58,0.76,1.87,6,Hdfc Mutual Fund,0,Solution Oriented,Childrens Funds,10.5,26.8,12.9,4.466666666666667,25.84,16.73333333333333,Affordable SIP,0.3450807635829662,0.6227106227106227,0.619815668202765,0.5167487684729064,0.6293436293436294,0.11598915989159897,0.4838956931467945,0.3564449250403834,0.5283240569912357,109.0
Hdfc Corporate Bond Fund,100,100,0.32,23486.0,10,Anupam Joshi,1.59,1.91,2.19,0.94,0.99,3,Hdfc Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.1,6.9,7.3,2.3000000000000003,6.58,6.1000000000000005,Affordable SIP,0.052863436123348026,0.41758241758241754,0.41705069124423966,0.3761083743842365,0.8764478764478765,0.11111111111111116,0.2352229268528828,0.27010946907498634,0.43712769846321814,378.0
Hdfc Credit Risk Debt Fund,100,100,0.95,8437.0,9,Shobhit Mehrotra,1.5,2.63,2.56,-0.52,1.3,4,Hdfc Mutual Fund,3,Debt,Credit Risk Funds,4.6,8.0,7.7,2.0,7.05,6.766666666666667,Affordable SIP,0.06901615271659324,0.43223443223443225,0.48847926267281105,0.39384236453201976,0.6332046332046333,0.15067750677506775,0.25062529247551274,0.29657642142923896,0.4007335910403114,522.0
Hdfc Dynamic Debt Fund,100,100,0.49,527.0,10,Anil Bamboli,2.3,2.71,3.62,0.55,0.79,3,Hdfc Mutual Fund,4,Debt,Dynamic Bond,4.6,7.3,6.1,2.433333333333333,6.81,6.0,Affordable SIP,0.05873715124816446,0.37362637362637363,0.3709677419354839,0.3958128078817734,0.8108108108108107,0.121680216802168,0.21618176243726905,0.2861597714499312,0.4062929217821968,506.0
Hdfc Dynamic Pe Ratio Fund,100,100,0.22,30.0,10,Srinivasan Ramamurthy,4.11,6.38,9.63,0.6,1.8,5,Hdfc Mutual Fund,4,Other,Fofs Domestic,8.6,21.9,11.1,4.38,21.68,13.866666666666667,Affordable SIP,0.2731277533039647,0.5567765567765568,0.6036866359447005,0.4862068965517242,0.915057915057915,0.12032520325203255,0.41495215504026073,0.33985421923184755,0.5664608008543003,48.0
Hdfc Equity Savings Fund,100,100,1.1,2524.0,10,Anil Bamboli,3.67,4.42,7.09,0.98,1.61,4,Hdfc Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,5.1,16.0,8.8,4.0,14.9,9.966666666666667,Affordable SIP,0.18649045521292215,0.4725274725274725,0.5599078341013825,0.43793103448275866,0.5752895752895753,0.11002710027100271,0.32950896387019735,0.3067694607980562,0.43362296531045763,393.0
Hdfc Flexi Cap Fund,100,100,1.0,31672.0,10,Roshi Jain,3.4,5.15,18.4,1.0,1.56,6,Hdfc Mutual Fund,4,Equity,Flexi Cap Funds,12.4,34.5,14.0,5.75,33.5,20.3,Affordable SIP,0.45814977973568277,0.6630036630036631,0.5483870967741935,0.45591133004926115,0.6138996138996139,0.10948509485094848,0.560576721369673,0.31734083596993606,0.5349841367731017,96.0
Hdfc Floating Rate Debt Fund,100,100,0.26,14785.0,10,Shobhit Mehrotra,3.33,3.39,1.24,0.9,1.76,3,Hdfc Mutual Fund,4,Debt,Floater Mutual Funds,5.6,6.5,6.9,2.1666666666666665,6.24,6.333333333333333,Affordable SIP,0.046989720998531576,0.40293040293040294,0.5944700460829493,0.4125615763546798,0.8996138996138996,0.1121951219512195,0.22496006196446727,0.2924149945932957,0.47764375809484605,232.0
Hdfc Focused 30 Fund,100,100,0.54,3609.0,10,Roshi Jain,3.93,7.78,17.19,0.92,1.71,6,Hdfc Mutual Fund,3,Equity,Focused Funds,16.0,35.8,11.9,5.966666666666666,35.26,21.23333333333333,Affordable SIP,0.47723935389133615,0.5860805860805861,0.5829493087557603,0.5206896551724138,0.7915057915057915,0.11165311653116528,0.5316599699859611,0.3570750397159144,0.5806915535793715,37.0
Hdfc Gilt Fund,100,100,0.46,1739.0,10,Anil Bamboli,0.43,0.23,2.78,0.64,0.34,3,Hdfc Mutual Fund,2,Debt,Gilt Mutual Funds,3.6,4.9,6.4,1.6333333333333335,4.44,4.966666666666667,Affordable SIP,0.023494860499265788,0.38461538461538464,0.2672811059907834,0.3347290640394089,0.8223938223938224,0.1192411924119241,0.20405512255732522,0.24853391538841496,0.37795681312780466,580.0
Hdfc Gold Fund,100,100,0.18,1402.0,10,Nirman Morakhia,1.03,-0.5,14.19,1.01,0.47,5,Hdfc Mutual Fund,5,Other,Fofs Domestic,14.2,12.3,13.4,2.46,12.120000000000001,13.299999999999999,Affordable SIP,0.13215859030837004,0.6410256410256411,0.29723502304147464,0.31674876847290645,0.9305019305019305,0.10921409214092137,0.3865921156670056,0.23373489794011243,0.48176956819159666,218.0
Hdfc Housing Opportunities Fund,100,100,1.28,1081.0,5,Rakesh Vyas,2.5,0.23,19.34,1.0,1.23,6,Hdfc Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,9.8,27.1,7.9,4.516666666666667,25.82,14.933333333333335,Affordable SIP,0.34948604992657856,0.43956043956043955,0.47235023041474655,0.3347290640394089,0.5057915057915058,0.10948509485094848,0.3945232447435091,0.2446314763640247,0.4154219418828331,480.0
Hdfc Hybrid Debt Fund,100,100,1.33,2695.0,10,Shobhit Mehrotra,3.46,3.73,4.97,0.69,1.74,4,Hdfc Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,6.0,13.3,8.4,3.325,11.97,9.233333333333334,Affordable SIP,0.14684287812041116,0.4578754578754579,0.5898617511520737,0.42093596059113303,0.4864864864864864,0.11788617886178865,0.30235916799793455,0.29971604789939527,0.4054950462361194,511.0
Hdfc Hybrid Equity Fund,100,100,1.09,18729.0,10,Chirag Setalvad,3.42,4.86,13.03,0.87,1.6,6,Hdfc Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,7.7,25.6,11.3,4.266666666666667,24.51,14.866666666666669,Affordable SIP,0.3274596182085169,0.5641025641025641,0.5576036866359447,0.448768472906404,0.5791505791505791,0.11300813008130084,0.4457810911555405,0.31446433577636274,0.48179046894350436,217.0
Hdfc Income Fund,100,100,0.51,528.0,10,Shobhit Mehrotra,0.43,0.51,2.53,1.28,0.34,3,Hdfc Mutual Fund,3,Debt,Medium To Long Duration Funds,3.8,5.2,6.1,1.7333333333333334,4.69,5.033333333333333,Affordable SIP,0.02790014684287813,0.37362637362637363,0.2672811059907834,0.34162561576354683,0.803088803088803,0.10189701897018977,0.20076326023462587,0.24573417704620398,0.3713938526211384,590.0
Hdfc Index Fund,100,100,0.2,4210.0,10,Nirman Morakhia,3.48,-0.64,16.76,1.0,1.31,6,Hdfc Mutual Fund,4,Other,Index Funds,2.4,25.8,12.8,4.3,25.6,13.666666666666666,Affordable SIP,0.33039647577092507,0.6190476190476191,0.4907834101382489,0.3133004926108375,0.9227799227799227,0.10948509485094848,0.47472204740927204,0.23177433350688187,0.5535066317123716,65.0
Hdfc Index Fund,100,100,0.2,7457.0,10,Nirman Morakhia,3.24,-1.01,17.02,1.01,1.28,6,Hdfc Mutual Fund,3,Other,Index Funds,0.9,26.0,12.0,4.333333333333333,25.8,12.966666666666667,Affordable SIP,0.3333333333333333,0.5897435897435898,0.4838709677419355,0.30418719211822665,0.9227799227799227,0.10921409214092137,0.46153846153846156,0.22619795212730454,0.546014251677848,78.0
Hdfc Infrastructure Fund,100,100,1.75,593.0,10,Rakesh Vyas,3.12,2.65,23.69,0.88,1.3,6,Hdfc Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,16.5,34.3,5.3,5.716666666666666,32.55,18.7,Affordable SIP,0.4552129221732745,0.3443223443223443,0.48847926267281105,0.39433497536945816,0.32432432432432434,0.11273712737127373,0.3997676332478094,0.2816958361701844,0.38093836234029477,573.0
Hdfc Large And Mid Cap Fund,100,100,1.03,7897.0,10,Gopal Agrawal,3.56,4.97,17.78,0.98,1.55,6,Hdfc Mutual Fund,3,Equity,Large & Mid Cap Funds,6.3,33.3,12.8,5.55,32.269999999999996,17.466666666666665,Affordable SIP,0.4405286343612334,0.6190476190476191,0.5460829493087558,0.4514778325123153,0.6023166023166022,0.11002710027100271,0.5297881267044262,0.31489753961579026,0.5189456220650407,125.0
Hdfc Liquid Fund,300,5000,0.2,49008.0,10,Anupam Joshi,3.68,1.34,0.38,0.78,0.79,2,Hdfc Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3,2.15,4.1,5.066666666666666,Affordable SIP,0.014684287812041119,0.3443223443223443,0.3709677419354839,0.36206896551724144,0.9227799227799227,0.11544715447154474,0.17950331606719272,0.2634202410989627,0.416202891673799,477.0
Hdfc Low Duration Fund,100,100,0.43,14779.0,10,Anupam Joshi,3.31,2.82,1.11,0.67,1.73,2,Hdfc Mutual Fund,4,Debt,Low Duration Funds,5.4,6.2,6.7,3.1,5.7700000000000005,6.1000000000000005,Affordable SIP,0.042584434654919234,0.39560439560439564,0.5875576036866359,0.39852216748768476,0.833976833976834,0.11842818428184287,0.21909441512965744,0.286484574205348,0.45661618141420085,294.0
Hdfc Medium Term Debt Fund,100,100,0.58,3538.0,10,Shobhit Mehrotra,1.34,2.14,2.33,0.78,1.01,4,Hdfc Mutual Fund,3,Debt,Medium Duration Funds,4.1,6.9,7.4,1.725,6.32,6.133333333333333,Affordable SIP,0.052863436123348026,0.4212454212454213,0.4216589861751152,0.38177339901477836,0.7760617760617761,0.11544715447154474,0.23705442868438467,0.2752429011974849,0.41445544790384364,484.0
Hdfc Mid-Cap Opportunities Fund,100,100,0.95,35009.0,10,Chirag Setalvad,3.64,2.45,16.86,0.93,1.77,6,Hdfc Mutual Fund,3,Equity,Mid Cap Mutual Funds,11.9,34.2,13.1,5.7,33.25,19.733333333333334,Affordable SIP,0.4537444933920705,0.63003663003663,0.5967741935483871,0.38940886699507393,0.6332046332046333,0.11138211382113816,0.5418905617143502,0.2781981657254996,0.5361419465554008,95.0
Hdfc Money Market Fund,100,100,0.21,15176.0,10,Vikas Agrawal,4.85,3.08,0.69,1.33,1.89,3,Hdfc Mutual Fund,3,Debt,Money Market Funds,5.6,5.6,6.3,1.8666666666666665,5.39,5.833333333333333,Affordable SIP,0.033773861967694566,0.38095238095238093,0.6244239631336406,0.40492610837438425,0.9189189189189189,0.1005420054200542,0.20736312146003774,0.2831724671926522,0.4800356410193708,226.0
Hdfc Multi-Asset Fund,100,100,0.88,1643.0,10,Srinivasan Ramamurthy,4.21,5.06,11.41,0.72,1.6,6,Hdfc Mutual Fund,4,Hybrid,Multi Asset Allocation Mutual Funds,6.9,23.0,10.9,3.8333333333333335,22.12,13.6,Affordable SIP,0.28928046989720996,0.5494505494505495,0.5576036866359447,0.4536945812807882,0.6602316602316602,0.11707317073170731,0.41936550967387975,0.3190460170611558,0.49218175881382925,175.0
Hdfc Overnight Fund,300,100,0.1,20146.0,10,Anil Bamboli,-0.53,0.53,0.35,0.42,-0.09,1,Hdfc Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.8,4.6,3.8,3.6999999999999997,4.566666666666666,Affordable SIP,0.0073421439060205596,0.31868131868131866,0.16820276497695852,0.34211822660098523,0.9613899613899614,0.12520325203252036,0.1630117312936696,0.25535223677359925,0.3774955713763898,581.0
Hdfc Retirement Savings Fund,100,100,0.78,2696.0,7,Srinivasan Ramamurthy,4.32,9.26,15.16,0.85,1.92,6,Hdfc Mutual Fund,5,Solution Oriented,Retirement Funds,11.6,34.9,14.8,5.816666666666666,34.12,20.433333333333334,Affordable SIP,0.46402349486049915,0.6923076923076924,0.6313364055299538,0.5571428571428572,0.6988416988416988,0.11355013550135507,0.5781655935840958,0.3797057684862563,0.5891998085229924,32.0
Hdfc Retirement Savings Fund,100,100,1.03,932.0,7,Srinivasan Ramamurthy,3.27,3.03,3.23,0.43,1.88,6,Hdfc Mutual Fund,4,Solution Oriented,Retirement Funds,8.0,24.5,12.3,4.083333333333333,23.47,14.933333333333332,Affordable SIP,0.31130690161527164,0.6007326007326008,0.6221198156682027,0.4036945812807882,0.6023166023166022,0.12493224932249325,0.4560197511739362,0.29218964849747026,0.5012394614569862,155.0
Hdfc Retirement Savings Fund,100,100,1.0,140.0,7,Shobhit Mehrotra,4.39,6.37,11.43,0.73,1.74,4,Hdfc Mutual Fund,4,Solution Oriented,Retirement Funds,6.0,10.3,7.8,2.575,9.3,8.033333333333333,Affordable SIP,0.1027900146842878,0.4358974358974359,0.5898617511520737,0.485960591133005,0.6138996138996139,0.1168021680216802,0.26934372529086187,0.33829722188847505,0.42992932710493426,412.0
Hdfc Short Term Debt Fund,100,100,0.29,11028.0,10,Anil Bamboli,2.33,4.24,1.87,1.45,1.23,3,Hdfc Mutual Fund,3,Debt,Short Duration Funds,4.7,7.0,7.3,2.3333333333333335,6.71,6.333333333333333,Affordable SIP,0.05433186490455212,0.41758241758241754,0.47235023041474655,0.43349753694581283,0.888030888030888,0.09728997289972896,0.23595714124348482,0.2990145113273793,0.4557128012871722,299.0
Hdfc Small Cap Fund,100,100,0.8,14648.0,10,Chirag Setalvad,3.75,6.54,19.61,0.91,1.88,6,Hdfc Mutual Fund,3,Equity,Small Cap Mutual Funds,12.5,43.5,13.5,7.25,42.7,23.166666666666668,Affordable SIP,0.5903083700440528,0.6446886446886447,0.6221198156682027,0.4901477832512316,0.6911196911196911,0.11192411924119239,0.6174985073663488,0.3388583176472159,0.5950320365071852,27.0
Hdfc Tax Saver Fund,500,500,1.15,9723.0,10,Roshi Jain,3.71,4.47,15.3,0.88,1.64,6,Hdfc Mutual Fund,2,Equity,Elss Mutual Funds,10.0,31.0,10.3,5.166666666666667,29.85,17.099999999999998,Affordable SIP,0.40675477239353885,0.5274725274725275,0.5668202764976958,0.4391625615763547,0.555984555984556,0.11273712737127373,0.46711364993303317,0.3085923878943223,0.4854945124530398,203.0
Hdfc Top 100 Fund,100,100,1.11,22139.0,10,Rahul Baijal,3.3,1.75,17.08,0.97,1.39,6,Hdfc Mutual Fund,2,Equity,Large Cap Mutual Funds,6.6,28.6,11.9,4.766666666666667,27.490000000000002,15.700000000000001,Affordable SIP,0.3715124816446402,0.5860805860805861,0.5092165898617511,0.3721674876847291,0.5714285714285714,0.11029810298102982,0.4787965338626131,0.2674197338032494,0.47633203444502575,236.0
Hsbc Aggressive Hybrid Fund,500,5000,0.87,4636.0,10,Shriram Ramanathan,2.41,0.57,12.27,0.81,1.26,6,Hsbc Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-1.2,19.5,8.1,3.25,18.63,8.799999999999999,Affordable SIP,0.23788546255506604,0.44688644688644685,0.47926267281105994,0.3431034482758621,0.6640926640926641,0.1146341463414634,0.34238595472075645,0.25171572750210264,0.436587441598996,379.0
Hsbc Arbitrage Fund,500,5000,0.29,2344.0,9,Ritesh Jain,1.54,1.63,0.7,0.63,1.12,1,Hsbc Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.4,4.7,5.5,4.7,4.41,5.2,Affordable SIP,0.02055800293685757,0.3516483516483516,0.44700460829493094,0.36921182266009855,0.888030888030888,0.11951219512195121,0.1861031772926046,0.26933197164483963,0.426249710330476,434.0
Hsbc Asia Pacific (Ex Japan) Dyf – Direct Growth,500,5000,1.29,8.4,9,Sonal Gupta,0.87,2.0,17.08,0.865,0.48,6,Hsbc Mutual Fund,0,Other,Fofs Overseas,-4.2,13.6,5.7,2.2666666666666666,12.309999999999999,5.033333333333332,Affordable SIP,0.15124816446402348,0.358974358974359,0.2995391705069124,0.3783251231527094,0.5019305019305019,0.11314363143631434,0.25511126171919124,0.2722525264661514,0.32827284324160716,630.0
Hsbc Balanced Advantage Fund,500,5000,0.78,1511.0,10,Ritesh Jain,2.95,0.89,7.21,0.45,1.27,4,Hsbc Mutual Fund,3,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,3.5,13.4,8.0,3.35,12.620000000000001,8.299999999999999,Affordable SIP,0.14831130690161526,0.4432234432234432,0.48156682027649766,0.3509852216748769,0.6988416988416988,0.12439024390243902,0.29576737506252926,0.26034723056590175,0.4283828233756212,425.0
Hsbc Banking And Psu Debt Fund,500,5000,0.23,3779.0,10,Jalpan Shah,0.64,5.62,2.39,3.36,0.47,3,Hsbc Mutual Fund,1,Debt,Banking And Psu Mutual Funds,2.2,6.0,6.5,2.0,5.77,4.8999999999999995,Affordable SIP,0.039647577092511016,0.3882783882783883,0.29723502304147464,0.4674876847290641,0.9111969111969112,0.04552845528455285,0.21396298268544967,0.29870399295125954,0.41763702442439155,470.0
Hsbc Business Cycles Fund,500,5000,1.42,535.0,9,Venugopal Manghat,3.13,2.69,17.41,0.97,1.46,6,Hsbc Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,7.0,28.0,8.7,4.666666666666667,26.58,14.566666666666668,Affordable SIP,0.3627019089574155,0.46886446886446886,0.5253456221198156,0.395320197044335,0.4517374517374517,0.11029810298102982,0.4157831889109422,0.2813113594190129,0.4265134668355548,433.0
Hsbc Conservative Hybrid Fund,500,5000,1.34,122.0,10,Ritesh Jain,2.3,0.76,4.75,0.74,1.28,4,Hsbc Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,2.3,10.3,7.5,2.575,8.96,6.7,Affordable SIP,0.1027900146842878,0.42490842490842495,0.4838709677419355,0.34778325123152715,0.48262548262548255,0.11653116531165308,0.2638492197963564,0.2552824168635775,0.36126261465283693,605.0
Hsbc Corporate Bond Fund,500,5000,0.35,157.0,2,Ritesh Jain,0.44,0.67,2.47,1.09,0.39,2,Hsbc Mutual Fund,2,Debt,Corporate Bond Mutual Funds,1.7,32.4,13.3,16.2,32.05,15.800000000000002,Affordable SIP,0.4273127753303964,0.6373626373626374,0.2788018433179723,0.3455665024630542,0.8648648648648649,0.10704607046070458,0.5323377063465169,0.2501583296621144,0.5224354168677346,121.0
Hsbc Corporate Bond Fund,500,5000,0.29,6772.0,10,Shriram Ramanathan,0.67,1.19,3.55,1.68,0.47,3,Hsbc Mutual Fund,1,Debt,Corporate Bond Mutual Funds,3.3,6.6,7.6,2.1999999999999997,6.31,5.833333333333333,Affordable SIP,0.04845814977973567,0.4285714285714286,0.29723502304147464,0.35837438423645324,0.888030888030888,0.0910569105691057,0.23851478917558214,0.2514473947695142,0.41457775150167697,482.0
Hsbc Credit Risk Fund,500,5000,0.85,130.0,10,Shriram Ramanathan,0.33,-1.87,3.73,-2.39,0.35,4,Hsbc Mutual Fund,3,Debt,Credit Risk Funds,4.8,5.7,5.1,1.425,4.8500000000000005,5.2,Affordable SIP,0.035242290748898675,0.336996336996337,0.2695852534562212,0.2830049261083744,0.6718146718146718,0.20135501355013552,0.18611931387261785,0.25034496108507887,0.3338701883567212,625.0
Hsbc Dynamic Bond Fund,500,5000,0.29,200.0,10,Shriram Ramanathan,0.44,0.67,2.47,1.09,0.39,3,Hsbc Mutual Fund,3,Debt,Dynamic Bond,4.7,5.4,6.8,1.8,5.11,5.633333333333334,Affordable SIP,0.030837004405286347,0.3992673992673993,0.2788018433179723,0.3455665024630542,0.888030888030888,0.10704607046070458,0.21505220183634283,0.2501583296621144,0.4013127208551707,521.0
Hsbc Elss Fund,500,500,1.16,3007.0,10,Cheenu Gupta,2.8,-0.03,16.03,0.91,1.33,6,Hsbc Mutual Fund,1,Equity,Elss Mutual Funds,-1.2,24.1,8.0,4.016666666666667,22.94,10.3,Affordable SIP,0.3054331864904552,0.4432234432234432,0.49539170506912444,0.3283251231527094,0.5521235521235521,0.11192411924119239,0.3743283148569492,0.24176472158810258,0.423105263225708,443.0
Hsbc Equity Hybrid Fund,500,5000,1.0,474.0,4,Neelotpal Sahai,2.41,0.57,12.27,0.81,1.26,6,Hsbc Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3,5.3999999999999995,31.4,15.800000000000002,Affordable SIP,0.4273127753303964,0.6373626373626374,0.47926267281105994,0.3431034482758621,0.6138996138996139,0.1146341463414634,0.5323377063465169,0.25171572750210264,0.5000198797010377,158.0
